,Session,MoA,Location,Outline Link
1154,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL2029/2024-S1C-ND-CC
1155,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL2032/2024-S2C-ND-CC
1156,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL2924/2024-S2C-ND-CC
1157,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL2024/2024-S2C-ND-CC
1158,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANAT2009/2024-S2C-ND-CC
1159,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL2921/2024-S1C-ND-CC
1160,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL2021/2024-S1C-ND-CC
1161,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL2930/2024-S1C-ND-CC
1162,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL2030/2024-S1C-ND-CC
1163,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL2022/2024-S2C-ND-CC
1164,"Semester 1 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/BIOL1996/2024-S1C-ND-CC
1165,"Semester 1 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/BIOL1906/2024-S1C-ND-CC
1166,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL1006/2024-S1C-ND-CC
1167,"Semester 2 2024
														
Departmental Permission",Supervision,"Camperdown/Darlington, Sydney",/units/MICR3988/2024-S2C-SU-CC
1168,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BCMB3888/2024-S2C-ND-CC
1169,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PCOL3912/2024-S1C-ND-CC
1170,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PCOL3012/2024-S1C-ND-CC
1171,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BCMB3904/2024-S2C-ND-CC
1172,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BCMB3004/2024-S2C-ND-CC
1173,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BCMB3903/2024-S2C-ND-CC
1174,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BCMB3003/2024-S2C-ND-CC
1175,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BCMB3902/2024-S1C-ND-CC
1176,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BCMB3002/2024-S1C-ND-CC
1177,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BCMB3901/2024-S1C-ND-CC
1178,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BCMB3001/2024-S1C-ND-CC
1179,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BCMB2902/2024-S2C-ND-CC
1180,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BCMB2002/2024-S2C-ND-CC
1181,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/FINC3026/2024-S2C-ND-CC
1182,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW3210/2024-S2C-ND-CC
1183,Intensive October 2024,Online,"Camperdown/Darlington, Sydney",Outline unavailable
1184,Intensive October 2024,Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1185,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/BANK3400/2024-S2CIJL-BM-CC
1186,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BANK3400/2024-S2C-ND-CC
1187,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/BANK3400/2024-S1CIFE-BM-CC
1188,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BANK3400/2024-S1C-ND-CC
1189,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BANK3014/2024-S1C-ND-CC
1190,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BANK3013/2024-S2C-ND-CC
1191,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/FINC2011/2024-S2CIJL-BM-CC
1192,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/FINC2011/2024-S2C-ND-CC
1193,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/FINC2011/2024-S1CIFE-BM-CC
1194,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/FINC2011/2024-S1C-ND-CC
1195,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ECOS2004/2024-S1C-ND-CC
1196,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BANK2011/2024-S2C-ND-CC
1197,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BANK2011/2024-S1C-ND-CC
1198,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BUSS1040/2024-S2C-ND-CC
1199,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BUSS1040/2024-S1C-ND-CC
1200,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BUSS1020/2024-S2C-ND-CC
1201,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/BUSS1020/2024-S1CIFE-BM-CC
1202,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BUSS1020/2024-S1C-ND-CC
1203,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/HSTY3801/2024-S1C-ND-CC
1204,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS3639/2024-S2C-ND-CC
1205,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ASNS3670/2024-S1C-ND-CC
1206,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ASNS3616/2024-S1C-ND-CC
1207,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ASNS3002/2024-S2C-ND-CC
1208,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ASNS3001/2024-S1C-ND-CC
1209,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ASNS3690/2024-S2C-ND-CC
1210,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/KRNS2641/2024-S1C-ND-CC
1211,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/HSTY2640/2024-S1C-ND-CC
1212,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS2614/2024-S2C-ND-CC
1213,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS2613/2024-S1C-ND-CC
1214,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHNS2004/2024-S1C-ND-CC
1215,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ASNS2661/2024-S2C-ND-CC
1216,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ASNS2642/2024-S2C-ND-CC
1217,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ASNS2634/2024-S1C-ND-CC
1218,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ASNS2627/2024-S1C-ND-CC
1219,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ASNS2618/2024-S1C-ND-CC
1220,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ASNS2613/2024-S2C-ND-CC
1221,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ASNS2011/2024-S1C-ND-CC
1222,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ASNS2004/2024-S1C-ND-CC
1223,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ASNS1602/2024-S1C-ND-CC
1224,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ASNS1601/2024-S2C-ND-CC
1225,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARIN3630/2024-S2C-ND-CC
1226,"Intensive January 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",/units/ARHT3681/2024-S1CIJA-BM-CC
1227,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARHT3680/2024-S2C-ND-CC
1228,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARHT3663/2024-S1C-ND-CC
1229,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARHT3633/2024-S1C-ND-CC
1230,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARHT3617/2024-S2C-ND-CC
1231,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARHT2671/2024-S1C-ND-CC
1232,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARHT2618/2024-S2C-ND-CC
1233,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARHT2616/2024-S1C-ND-CC
1234,"Semester 2 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/ARHT2680/2024-S2C-ND-CC
1235,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARHT1002/2024-S2C-ND-CC
1236,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARHT1001/2024-S1C-ND-CC
1237,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARCO3016/2024-S1C-ND-CC
1238,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARCO3015/2024-S2C-ND-CC
1239,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARCO3014/2024-S1C-ND-CC
1240,"Intensive October 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",/units/ARCO3404/2024-S2CIOC-BM-CC
1241,"Intensive July 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",/units/ARCO3404/2024-S2CIJL-BM-CC
1242,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARCO3101/2024-S2C-ND-CC
1243,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARCO2109/2024-S1C-ND-CC
1244,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARCO2101/2024-S2C-ND-CC
1245,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARCO1002/2024-S2C-ND-CC
1246,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARCO1001/2024-S1C-ND-CC
1247,Semester 2 2024,Normal day,"Westmead, Sydney",/units/AMED3888/2024-S2C-ND-WC
1248,Semester 2 2024,Normal day,"Westmead, Sydney",/units/AMED3903/2024-S2C-ND-WC
1249,Semester 2 2024,Normal day,"Westmead, Sydney",/units/AMED3003/2024-S2C-ND-WC
1250,Semester 1 2024,Normal day,"Westmead, Sydney",/units/AMED3002/2024-S1C-ND-WC
1251,Semester 1 2024,Normal day,"Westmead, Sydney",/units/AMED3901/2024-S1C-ND-WC
1252,Semester 1 2024,Normal day,"Westmead, Sydney",/units/AMED3001/2024-S1C-ND-WC
1253,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MEDS2003/2024-S1C-ND-CC
1254,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MIMI2902/2024-S2C-ND-CC
1255,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MIMI2002/2024-S2C-ND-CC
1256,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BCMB2901/2024-S1C-ND-CC
1257,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BCMB2001/2024-S1C-ND-CC
1258,"Semester 2 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/BIOL1997/2024-S2C-ND-CC
1259,"Semester 2 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/BIOL1907/2024-S2C-ND-CC
1260,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL1007/2024-S2C-ND-CC
1261,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANTH3653/2024-S2C-ND-CC
1262,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANTH3621/2024-S1C-ND-CC
1263,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANTH3604/2024-S1C-ND-CC
1264,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANTH3700/2024-S2C-ND-CC
1265,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANTH2627/2024-S1C-ND-CC
1266,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANTH2623/2024-S2C-ND-CC
1267,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANTH2700/2024-S1C-ND-CC
1268,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANTH1002/2024-S2C-ND-CC
1269,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANTH1001/2024-S1C-ND-CC
1270,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANHS3638/2024-S2C-ND-CC
1271,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANHS3636/2024-S1C-ND-CC
1272,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANHS3635/2024-S2C-ND-CC
1273,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/PHIL2613/2024-S2C-ND-CC
1274,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/LATN2601/2024-S2C-ND-CC
1275,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/LATN2600/2024-S1C-ND-CC
1276,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/HSTY2677/2024-S1C-ND-CC
1277,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ARCO2007/2024-S1C-ND-CC
1278,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANHS2635/2024-S1C-ND-CC
1279,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANHS2619/2024-S1C-ND-CC
1280,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANHS2609/2024-S2C-ND-CC
1281,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANHS2603/2024-S2C-ND-CC
1282,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/LATN1600/2024-S1C-ND-CC
1283,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANHS1602/2024-S2C-ND-CC
1284,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANHS1600/2024-S1C-ND-CC
1285,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANHS1601/2024-S2C-ND-CC
1286,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GRKA3605/2024-S1C-ND-CC
1287,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GRKA3603/2024-S2C-ND-CC
1288,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GRKA3601/2024-S2C-ND-CC
1289,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GRKA3007/2024-S1C-ND-CC
1290,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GRKA2601/2024-S2C-ND-CC
1291,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GRKA2600/2024-S1C-ND-CC
1292,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GRKA1601/2024-S2C-ND-CC
1293,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GRKA1600/2024-S1C-ND-CC
1294,Intensive October 2024,Online,"Camperdown/Darlington, Sydney",Outline unavailable
1295,Intensive October 2024,Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1296,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/SCPU3001/2024-S2CIJL-BM-CC
1297,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SCPU3001/2024-S2C-ND-CC
1298,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/SCPU3001/2024-S1CIFE-BM-CC
1299,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/SCPU3001/2024-S1C-ND-CC
1300,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANAT3888/2024-S2C-ND-CC
1301,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANAT3908/2024-S1C-ND-CC
1302,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANAT3008/2024-S1C-ND-CC
1303,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANAT3907/2024-S1C-ND-CC
1304,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANAT3007/2024-S1C-ND-CC
1305,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANAT3904/2024-S2C-ND-CC
1306,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANAT3004/2024-S2C-ND-CC
1307,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANAT3909/2024-S2C-ND-CC
1308,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANAT3009/2024-S2C-ND-CC
1309,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANAT2011/2024-S2C-ND-CC
1310,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ANAT2008/2024-S1C-ND-CC
1311,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/MEDS1001/2024-S1C-ND-CC
1312,"Semester 1 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/CHEM1911/2024-S1C-ND-CC
1313,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM1111/2024-S2C-ND-CC
1314,Intensive January 2024,Block mode,"Camperdown/Darlington, Sydney",/units/CHEM1111/2024-S1CIJA-BM-CC
1315,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM1111/2024-S1C-ND-CC
1316,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM1011/2024-S2C-ND-CC
1317,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CHEM1011/2024-S1C-ND-CC
1318,"Semester 1 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/BIOL1998/2024-S1C-ND-CC
1319,"Semester 1 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/BIOL1908/2024-S1C-ND-CC
1320,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BIOL1008/2024-S1C-ND-CC
1321,Intensive October 2024,Online,"Camperdown/Darlington, Sydney",Outline unavailable
1322,Intensive October 2024,Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1323,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/FASS3333/2024-S2CIJL-BM-CC
1324,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/FASS3333/2024-S2C-ND-CC
1325,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/FASS3333/2024-S1CIFE-BM-CC
1326,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/FASS3333/2024-S1C-ND-CC
1327,"Intensive December 2024
														
Departmental Permission",Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1328,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/FASS3999/2024-S2C-ND-CC
1329,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/FASS3999/2024-S1C-ND-CC
1330,"Semester 2 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/USSC3703/2024-S2C-ND-CC
1331,"Semester 1 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",/units/USSC3703/2024-S1C-ND-CC
1332,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/USSC3603/2024-S1C-ND-CC
1333,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/USSC3601/2024-S2C-ND-CC
1334,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/AMST3601/2024-S2C-ND-CC
1335,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GCST2630/2024-S2C-ND-CC
1336,Intensive July 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GCST2612/2024-S2CIJL-ND-CC
1337,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GCST2612/2024-S2C-ND-CC
1338,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/GCST2605/2024-S1C-ND-CC
1339,"Intensive November 2024
														
Departmental Permission",Normal day,"Camperdown/Darlington, Sydney",Outline unavailable
1340,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/AMST2607/2024-S2C-ND-CC
1341,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/USSC2601/2024-S2C-ND-CC
1342,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/AMST2606/2024-S2C-ND-CC
1343,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/AMST2701/2024-S1C-ND-CC
1344,Intensive July 2024,Normal day,"Camperdown/Darlington, Sydney",/units/USSC1604/2024-S2CIJL-ND-CC
1345,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/USSC1201/2024-S1C-ND-CC
1346,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/AMST1202/2024-S1C-ND-CC
1347,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/AMST1001/2024-S2C-ND-CC
1348,Intensive October 2024,Online,"Camperdown/Darlington, Sydney",Outline unavailable
1349,Intensive October 2024,Block mode,"Camperdown/Darlington, Sydney",Outline unavailable
1350,Intensive July 2024,Block mode,"Camperdown/Darlington, Sydney",/units/ACCT3400/2024-S2CIJL-BM-CC
1351,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ACCT3400/2024-S2C-ND-CC
1352,Intensive February 2024,Block mode,"Camperdown/Darlington, Sydney",/units/ACCT3400/2024-S1CIFE-BM-CC
1353,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ACCT3400/2024-S1C-ND-CC
1354,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS3110/2024-S2C-ND-CC
1355,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/INFS3110/2024-S1C-ND-CC
1356,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW3201/2024-S2C-ND-CC
1357,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/CLAW3201/2024-S1C-ND-CC
1358,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ACCT3031/2024-S2C-ND-CC
1359,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ACCT3016/2024-S1C-ND-CC
1360,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ACCT3015/2024-S2C-ND-CC
1361,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ACCT3013/2024-S1C-ND-CC
1362,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ACCT3600/2024-S2C-ND-CC
1363,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ACCT3600/2024-S1C-ND-CC
1364,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ACCT3011/2024-S2C-ND-CC
1365,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ACCT3011/2024-S1C-ND-CC
1366,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ACCT2019/2024-S2C-ND-CC
1367,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ACCT2019/2024-S1C-ND-CC
1368,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ACCT2011/2024-S2C-ND-CC
1369,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ACCT2011/2024-S1C-ND-CC
1370,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ACCT1006/2024-S2C-ND-CC
1371,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/ACCT1006/2024-S1C-ND-CC
1372,Semester 2 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BUSS1030/2024-S2C-ND-CC
1373,Semester 1 2024,Normal day,"Camperdown/Darlington, Sydney",/units/BUSS1030/2024-S1C-ND-CC
